JobTitle,job_role,Company,City,Column1,Province,remote?,Salary,Summary,experience?
business systems analyst,business/data analyst,EN3 Solutions Ltd.,York,, ON,NO,$39.50 an hour,"Assess physical and technical security risks to data, software and hardware.
Confer with clients to identify and document requirements.",no info
Junior Analyst / Product Developer,business/data analyst,Sensor Technologies,Oakville,, ON,NO,,"Develop improved techniques for data analysis.
Maintaining technical competency in area of expertise through reviews of published literature, interaction with…",no info
Initiative - Data Analyst,business/data analyst,IPG Mediabrands,Toronto,, ON,NO,,"Analyze data to recommend campaign execution and visualization improvements, based on data and observed trends.
Keenness to learn new platforms and technology.",no info
Senior Business Analyst - ETL/BI,business/data analyst,Cognizant Technology Solutions,London,, ON,NO,,"Working knowledge in data design, data workflows, data models, data quality, data integration, data standards and design of solutions with complex business…",no info
"Business Analyst, Operations",business/data analyst,STEMCELL Technologies,Vancouver,, BC,NO,,"Analyze processes and data; develop recommendations for improvement.
Support the implementation and maintenance of cross-functional process and data governance…",no info
Product Requirements Analyst,business/data analyst,Cymax Stores,Vancouver,, BC,NO,,You’re driven by the power and possibility of data and analytics and passionate about using data to help businesses make the right decisions.,no info
"Energy Analyst, Building Analytics",business/data analyst,Energy Profiles Limited,Vancouver,, BC,NO,,Candidates with previous research and/or co-op/internship experience within the energy management & sustainability fields with a focus on the built environment…,experience required
Category Analyst,business/data analyst,Lucros Partners,Canada,,Remote,Remote,,The Customer Insights Analyst provides syndicated and internal data analysis and resulting insights to support category growth for assigned operating group(s)…,no info
Junior Business Analyst,business/data analyst,RPM TECHNOLOGIES CORP,Toronto,, ON,NO,,Documenting and analyzing the required information and data to determine potential solutions from a technical and business perspective.,no info
Statistical Programmer Analyst,business/data analyst,SCiAN Services,Toronto,, ON,NO,,"Develop specifications for data transfers.
Develop SAS programs for reporting clinical trial data and analysis ready datasets (SDTM, ADaM, TLFs).",no info
Commercial Real Estate Analyst,business/data analyst,Broadstreet Properties LTD,Campbell River,, BC,NO,,"Conducting research and collecting data with respect to municipal property assessments, rental data, and other market information.",no info
BI Analyst,business/data analyst,JLL,Toronto,, ON,NO,,"Act as Business analyst to comprehend the new requirement for building the new reports.
You will need to analyze the data, make recommendations as appropriate…",no info
Data Analyst,business/data analyst,The Chapman Group,Fredericton,, NB,NO,,"2-years experience in data science or data engineering disciplines.
Use data science techniques to find data patterns, anomalies, and optimization opportunities…",experience required
ETL Developer (Programmer Analyst),business/data analyst,Fidelity Investments,Toronto,, ON,NO,,"Experience with data modelling tools.
Strong technical and data analysis skills.
Analyze data requirements and their impact to the system.",experience required
Data Analyst,business/data analyst,CAPREIT,Toronto,, ON,NO,,"Playing a key role in CAPREIT’s data governance process, the data analyst will work with data stewards to ensure data quality, create and document data models,…",no info
Public Health Contact Centre Business Analyst,business/data analyst,Shared Health,Winnipeg,, MB,NO,$31.67 - $41.94 an hour,"Self-starter, confident in above skills and uses those skills to effectively provide advice based on knowledge of data, business rules, and formula/functions.",no info
BI Developer,software developer,Herschel Supply Company,Vancouver,, BC,NO,,"Writing SQL queries to analyze data, build data pipelines and data models.
Supporting data pipeline load processes.
Ad hoc tasks as required by the business.",no info
Intermediate/Senior Data Analyst,business/data analyst,Paper,Montreal,, QC,NO,,"Acquire data from primary or secondary data sources.
The data analyst will also be expected to participate in maintaining and extending existing data…",no info
Montreal - Junior Business Analyst/ Junior Project Manager,business/data analyst,FDM Group,Montreal,, QC,NO,,"4 year university degree or college/Cégep diploma (preferably in Computer Science, IT, Engineering, Mathematics, or similar).",no info
Strategic Business Analyst,business/data analyst,CMLS Financial Ltd.,Vancouver,, BC,NO,,"Experience working with PowerPoint and the ability to present data in a meaningful and impactful way.
When appropriate/required, the analyst will lead business…",experience required
Senior Data Analyst,business/data analyst,Vendasta,Saskatoon,, SK,NO,,"The Senior Data Analyst will work closely with leadership teams in sales, success, product, and more to develop robust research questions and contribute to all…",no info
"Data Analyst, SAP",business/data analyst,Reliance Home Comfort,Toronto,, ON,NO,,"This is a cross functional SAP data role which provides data cleansing, data migration, solution testing, data cutover support.
SAP Data Services is a must.",no info
Analyste d'affaires/ Business Analyst,business/data analyst,CAE Inc.,Saint-Laurent,, QC,NO,,Collaborate with data analysts to perform quantitative analyses to confirm identified issues and explore new business opportunities;,no info
Business Analyst,business/data analyst,Foley's Candies LP,Richmond,, BC,NO,,Assist and support the Marketing Director in analysis of market and consumer data to identify leverageable insights to drive revenue and/or margin; identify…,no info
IT Security Analyst,business/data analyst,McGill University,Montreal,, QC,NO,"$63,140 - $94,700 a year","Aggregate, correlate and analyze data.
Manage response to security incidents (e.g. data breaches).
Assure the confidentiality, integrity and availability of all…",no info
Data Analyst,business/data analyst,LCBO,Toronto,, ON,NO,,Ability to leverage programming languages (Ex. SQL/Python/R) within the context of data analytics and machine learning.,no info
Identity and Directory Services Analyst,business/data analyst,Suncor Energy Services,Calgary,, AB,NO,,"A Bachelor’s degree in Computer Science, a technical college diploma, or equivalent education and experience.",experience required
Data Analyst,business/data analyst,theScore Inc.,Toronto,, ON,NO,,"Drive the data strategy across multiple listening posts (web, mobile, social, surveys, CRM and, market research).
2+ years of related experience.",experience required
computer systems business analyst,business/data analyst,VTech IT Solution,Toronto,, ON,NO,$39 an hour,"Assess physical and technical security risks to data, software and hardware.
Computer hardware or software retailer/wholesaler.",no info
